antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,certainty_factor,item_set
"Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)","Logitech MX Ergo Wireless Trackball Mouse Adjustable Ergonomic Design, Control and Move Text/Images/Files Between 2 Windows and Apple Mac Computers (Bluetooth or USB), Rechargeable, Graphite - Black",0.0064059339177343225,0.0016857720836142953,0.0010114632501685772,0.15789473684210525,93.66315789473684,1.0,0.0010006643056005827,1.185498145650708,0.9957018436828413,0.14285714285714285,0.15647274213903553,0.3789473684210527,0.15647274213903553,"frozenset({'Logitech MX Ergo Wireless Trackball Mouse Adjustable Ergonomic Design, Control and Move Text/Images/Files Between 2 Windows and Apple Mac Computers (Bluetooth or USB), Rechargeable, Graphite - Black', 'Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)'})"
"JSAUX USB-C to USB A Cable 3.1A Fast Charging [2-Pack 6.6ft], USB Type C Charger Cord Compatible with Samsung Galaxy S10 S9 S8 S20 Plus A51 A12 A11, Note 10 9 8, PS5 Controller USB C Charger-Green","JSAUX Micro USB Cable Android Charger, (2-Pack 6.6FT) Micro USB Android Charger Cable Nylon Braided Cord Compatible with Galaxy S7 S6 J7 Edge Note 5, Kindle. MP3 and More-Purple",0.0064059339177343225,0.0026972353337828725,0.0010114632501685772,0.15789473684210525,58.53947368421052,1.0,0.000994184938859786,1.1842970330411329,0.9892546092071034,0.125,0.1556172378207181,0.26644736842105265,0.1556172378207181,"frozenset({'JSAUX Micro USB Cable Android Charger, (2-Pack 6.6FT) Micro USB Android Charger Cable Nylon Braided Cord Compatible with Galaxy S7 S6 J7 Edge Note 5, Kindle. MP3 and More-Purple', 'JSAUX USB-C to USB A Cable 3.1A Fast Charging [2-Pack 6.6ft], USB Type C Charger Cord Compatible with Samsung Galaxy S10 S9 S8 S20 Plus A51 A12 A11, Note 10 9 8, PS5 Controller USB C Charger-Green'})"
"Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal",Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone,0.0064059339177343225,0.0037086985839514496,0.0010114632501685772,0.15789473684210525,42.57416267942584,1.0,0.0009877055721189893,1.1830959204315579,0.9828073747313653,0.11111111111111113,0.15475999643779498,0.215311004784689,0.15475999643779498,"frozenset({'Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
"Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,0.0064059339177343225,0.006743088334457181,0.0010114632501685772,0.15789473684210525,23.41578947368421,1.0,0.0009682674718965994,1.1794925826028322,0.9634656713041512,0.08333333333333334,0.15217779683424446,0.15394736842105264,0.15217779683424446,"frozenset({'Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)', 'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric'})"
Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,"Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",0.006743088334457181,0.0064059339177343225,0.0010114632501685772,0.15000000000000002,23.415789473684214,1.0,0.0009682674718965994,1.1689341953909007,0.9637927132835482,0.08333333333333334,0.14451985069562268,0.15394736842105264,0.14451985069562268,"frozenset({'Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)', 'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric'})"
Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.006743088334457181,0.012137559002022926,0.0010114632501685772,0.15000000000000002,12.358333333333336,1.0,0.0009296186176532507,1.1621911070564437,0.9253224711473182,0.05660377358490566,0.13955631399317409,0.11666666666666668,0.13955631399317409,"frozenset({'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Echo Flex - Plug-in mini smart speaker with Alexa,0.012137559002022926,0.0037086985839514496,0.0016857720836142953,0.1388888888888889,37.449494949494955,1.0,0.0016407575357308658,1.1569834468057338,0.9852559726962459,0.11904761904761904,0.13568339913517577,0.2967171717171717,0.13568339913517577,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Flex - Plug-in mini smart speaker with Alexa'})"
Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,0.006743088334457181,0.016857720836142953,0.0010114632501685772,0.15000000000000002,8.898000000000001,1.0,0.0008977901494528459,1.1566379754868907,0.893641095270423,0.04477611940298508,0.1354252400548697,0.10500000000000001,0.1354252400548697,"frozenset({'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric', 'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device","Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0.012137559002022926,0.016183412002697236,0.0016857720836142953,0.1388888888888889,8.582175925925926,1.0,0.0014893449655775115,1.1424966828355774,0.894334470989761,0.06329113924050632,0.12472393572462113,0.12152777777777778,0.12472393572462113,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)","Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)",0.015509103169251517,0.008091706001348618,0.0020229265003371545,0.13043478260869565,16.119565217391305,1.0,0.0018974313971469872,1.1406945380984492,0.9527397260273971,0.09375,0.12334111666124788,0.19021739130434784,0.12334111666124788,"frozenset({'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)","Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone",0.008091706001348618,0.0033715441672285905,0.0010114632501685772,0.125,37.075,1.0,0.0009841817059968018,1.1390039495231672,0.9809653297076819,0.0967741935483871,0.12203991880920162,0.21250000000000002,0.12203991880920162,"frozenset({'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone', 'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)'})"
"Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black","Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release",0.0077545515846257585,0.01078894133513149,0.0010114632501685772,0.13043478260869565,12.089673913043478,1.0,0.000927799848041799,1.1375927174645988,0.9244535054932609,0.057692307692307696,0.12095077205773391,0.11209239130434782,0.12095077205773391,"frozenset({'Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release', 'Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black'})"
"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)",Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,0.008091706001348618,0.016857720836142953,0.0010114632501685772,0.125,7.415,1.0,0.0008750555293096997,1.1235911761872652,0.8721957851801496,0.04225352112676056,0.10999657064471878,0.0925,0.10999657064471878,"frozenset({'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision', 'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device","Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal",0.012137559002022926,0.0064059339177343225,0.0013486176668914363,0.11111111111111112,17.34502923976608,1.0,0.001270865266001876,1.1177933243425489,0.953924914675768,0.07843137254901962,0.1053802360215662,0.1608187134502924,0.1053802360215662,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",0.022252191503708697,0.024612272420768713,0.0026972353337828725,0.12121212121212122,4.924865089248651,1.0,0.0021495583345344793,1.1099239658660218,0.8150862068965519,0.06106870229007635,0.09903738386282458,0.11540058115400581,0.09903738386282458,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal","Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.016183412002697236,0.012137559002022926,0.0016857720836142953,0.10416666666666666,8.582175925925926,1.0,0.0014893449655775115,1.1027301666954161,0.898012337217272,0.06329113924050632,0.0931598407281001,0.12152777777777778,0.0931598407281001,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.012137559002022926,0.022252191503708697,0.0013486176668914363,0.11111111111111112,4.993265993265994,1.0,0.0010785303795908586,1.0999662845583278,0.8095563139931741,0.04081632653061225,0.09088122605363985,0.08585858585858586,0.09088122605363985,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.024612272420768713,0.022252191503708697,0.0026972353337828725,0.1095890410958904,4.924865089248651,1.0,0.0021495583345344793,1.0980860003112194,0.8170584168683029,0.06106870229007635,0.08932451582427965,0.11540058115400581,0.08932451582427965,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
"Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release",Fire TV Stick (3rd Gen) with Alexa Voice Remote (includes TV controls) + Star Wars The Mandalorian remote cover (Grogu Green),0.01078894133513149,0.0050573162508428865,0.0010114632501685772,0.09375,18.537499999999998,1.0,0.0009569001618250263,1.0978677889645871,0.9563735514655761,0.06818181818181819,0.08914351067434768,0.14687499999999998,0.08914351067434768,"frozenset({'Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release', 'Fire TV Stick (3rd Gen) with Alexa Voice Remote (includes TV controls) + Star Wars The Mandalorian remote cover (Grogu Green)'})"
"Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release","Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black",0.01078894133513149,0.0077545515846257585,0.0010114632501685772,0.09375,12.089673913043478,1.0,0.000927799848041799,1.0948915292859303,0.9272892524426267,0.057692307692307696,0.0866675161399932,0.11209239130434782,0.0866675161399932,"frozenset({'Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release', 'Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black'})"
"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV,0.015509103169251517,0.0057316250842886045,0.0013486176668914363,0.08695652173913043,15.171355498721226,1.0,0.0012597253021317343,1.08896060109816,0.9488013698630137,0.06779661016949154,0.08169313105400504,0.16112531969309463,0.08169313105400504,"frozenset({'Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device","Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life – 1 camera kit",0.012137559002022926,0.0023600809170600135,0.0010114632501685772,0.08333333333333334,35.30952380952381,1.0,0.0009828176287882129,1.088334457181389,0.983617747440273,0.07500000000000001,0.0811648079306072,0.255952380952381,0.0811648079306072,"frozenset({'Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life – 1 camera kit', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device","Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone",0.012137559002022926,0.0033715441672285905,0.0010114632501685772,0.08333333333333334,24.716666666666672,1.0,0.000970540933910914,1.0872310427266598,0.9713310580204778,0.06976744186046512,0.08023229589535409,0.1916666666666667,0.08023229589535409,"frozenset({'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Kindle Fire (Previous Generation - 1st),0.012137559002022926,0.004720161834120027,0.0010114632501685772,0.08333333333333334,17.654761904761905,1.0,0.0009541720074078486,1.0857598234536872,0.9549488054607509,0.06382978723404256,0.07898599819331528,0.14880952380952384,0.07898599819331528,"frozenset({'Kindle Fire (Previous Generation - 1st)', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,0.012137559002022926,0.006743088334457181,0.0010114632501685772,0.08333333333333334,12.358333333333336,1.0,0.0009296186176532507,1.0835529945442286,0.9303754266211605,0.05660377358490566,0.07711020592894322,0.11666666666666668,0.07711020592894322,"frozenset({'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.015509103169251517,0.022252191503708697,0.0013486176668914363,0.08695652173913043,3.907773386034256,1.0,0.001003506133118476,1.0708666474006998,0.7558219178082192,0.037037037037037035,0.06617691154422789,0.07378129117259552,0.06617691154422789,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",SABRENT 10 Port 60W USB 3.0 Hub with Individual Power Switches and LEDs Includes 60W 12V/5A Power Adapter (HB-BU10),0.015509103169251517,0.0050573162508428865,0.0010114632501685772,0.06521739130434782,12.895652173913042,1.0,0.0009330288106747227,1.0643572895921214,0.9369863013698629,0.05172413793103449,0.06046587008088636,0.1326086956521739,0.06046587008088636,"frozenset({'SABRENT 10 Port 60W USB 3.0 Hub with Individual Power Switches and LEDs Includes 60W 12V/5A Power Adapter (HB-BU10)', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",Echo (3rd Gen)- Smart speaker with Alexa- Charcoal,0.016183412002697236,0.0033715441672285905,0.0010114632501685772,0.0625,18.5375,1.0,0.0009569001618250263,1.0630703528882894,0.9616175462645649,0.05454545454545455,0.059328484438430314,0.18125000000000002,0.059328484438430314,"frozenset({'Echo (3rd Gen)- Smart speaker with Alexa- Charcoal', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,0.016183412002697236,0.004045853000674309,0.0010114632501685772,0.0625,15.447916666666666,1.0,0.0009459875441563161,1.062351090132614,0.9506511309115834,0.05263157894736842,0.058691604603926875,0.15625,0.058691604603926875,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal","Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone",0.016183412002697236,0.004045853000674309,0.0010114632501685772,0.0625,15.447916666666666,1.0,0.0009459875441563161,1.062351090132614,0.9506511309115834,0.05263157894736842,0.058691604603926875,0.15625,0.058691604603926875,"frozenset({'Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",0.016857720836142953,0.024612272420768713,0.0013486176668914363,0.08,3.2504109589041095,1.0,0.000933710849279017,1.0602040517165556,0.7042181069958848,0.03361344537815125,0.0567853439336329,0.06739726027397261,0.0567853439336329,"frozenset({'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal",0.022252191503708697,0.0064059339177343225,0.0013486176668914363,0.06060606060606061,9.460925039872409,1.0,0.0012060715985939092,1.057696909055315,0.9146551724137931,0.04938271604938272,0.05454956761370063,0.13556618819776714,0.05454956761370063,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric,0.016857720836142953,0.006743088334457181,0.0010114632501685772,0.060000000000000005,8.898000000000001,1.0,0.0008977901494528459,1.0566562890058968,0.9028349336991313,0.04477611940298508,0.053618465716225396,0.10500000000000001,0.053618465716225396,"frozenset({'Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing - Charcoal Fabric', 'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision'})"
Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)",0.016857720836142953,0.008091706001348618,0.0010114632501685772,0.060000000000000005,7.415,1.0,0.0008750555293096997,1.0552215893602674,0.8799725651577504,0.04225352112676056,0.05233174711080897,0.0925,0.05233174711080897,"frozenset({'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)', 'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.022252191503708697,0.012137559002022926,0.0013486176668914363,0.06060606060606061,4.993265993265994,1.0,0.0010785303795908586,1.0515955017075238,0.8179310344827586,0.04081632653061225,0.049064019029889334,0.08585858585858586,0.049064019029889334,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",0.022252191503708697,0.015509103169251517,0.0013486176668914363,0.06060606060606061,3.907773386034256,1.0,0.001003506133118476,1.0480064385617645,0.7610344827586207,0.037037037037037035,0.04580738895807389,0.07378129117259552,0.04580738895807389,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Amazon Basics Lightweight On-Ear Wired Headphones, Black",0.022252191503708697,0.0026972353337828725,0.0010114632501685772,0.045454545454545456,16.852272727272727,1.0,0.0009514438529906711,1.0447933725074656,0.9620689655172413,0.04225352112676057,0.04287294855246174,0.21022727272727273,0.04287294855246174,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Amazon Basics Lightweight On-Ear Wired Headphones, Black'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"GOgroove FlexSMART X2 Mini Bluetooth FM Transmitter Radio Adapter Car Kit, USB Charging, Hands Free Calling, Music Controls, AUX Input – Compatible with MP3 Players, iPhone, Samsung, and More Devices",0.022252191503708697,0.0033715441672285905,0.0010114632501685772,0.045454545454545456,13.481818181818182,1.0,0.0009364390036961946,1.04408695372957,0.9468965517241379,0.04109589041095891,0.0422253659736745,0.17272727272727276,0.0422253659736745,"frozenset({'GOgroove FlexSMART X2 Mini Bluetooth FM Transmitter Radio Adapter Car Kit, USB Charging, Hands Free Calling, Music Controls, AUX Input – Compatible with MP3 Players, iPhone, Samsung, and More Devices', 'Echo Dot (2nd Generation) - Smart speaker with Alexa - White'})"
"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.016183412002697236,0.022252191503708697,0.0010114632501685772,0.0625,2.8087121212121215,1.0,0.0006513468671011405,1.0429309957293773,0.654557916381083,0.027027027027027032,0.041163793103448275,0.05397727272727273,0.041163793103448275,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV,0.022252191503708697,0.0057316250842886045,0.0010114632501685772,0.045454545454545456,7.93048128342246,1.0,0.0008839220311655267,1.0416144880069358,0.8937931034482759,0.037500000000000006,0.039951909738277995,0.11096256684491979,0.039951909738277995,"frozenset({'Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV', 'Echo Dot (2nd Generation) - Smart speaker with Alexa - White'})"
"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation","Seagate Backup Plus Portable 5TB External Hard Drive HDD – Red USB 3.0 for PC Laptop and Mac, 2 Months Adobe CC Photography (STDR5000103)",0.024612272420768713,0.0023600809170600135,0.0010114632501685772,0.0410958904109589,17.412915851272015,1.0,0.0009533762957028385,1.040395915615066,0.9663555709183086,0.03896103896103896,0.03882744540686181,0.23483365949119375,0.03882744540686181,"frozenset({'Seagate Backup Plus Portable 5TB External Hard Drive HDD – Red USB 3.0 for PC Laptop and Mac, 2 Months Adobe CC Photography (STDR5000103)', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.016857720836142953,0.022252191503708697,0.0010114632501685772,0.060000000000000005,2.6963636363636367,1.0,0.0006363420178066639,1.040157243081161,0.6399176954732511,0.026548672566371685,0.03860689655172415,0.052727272727272734,0.03860689655172415,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision'})"
"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,0.024612272420768713,0.016857720836142953,0.0013486176668914363,0.0547945205479452,3.2504109589041095,1.0,0.000933710849279017,1.040136034477704,0.7098167991704114,0.03361344537815125,0.03858729353402108,0.06739726027397261,0.03858729353402108,"frozenset({'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
"Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation","Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)",0.024612272420768713,0.004045853000674309,0.0010114632501685772,0.0410958904109589,10.157534246575342,1.0,0.0009118856139415966,1.0386378961564395,0.9243000345661944,0.036585365853658534,0.037200545348308765,0.14554794520547945,0.037200545348308765,"frozenset({'Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0.022252191503708697,0.016183412002697236,0.0010114632501685772,0.045454545454545456,2.808712121212121,1.0,0.0006513468671011405,1.0306649969495552,0.6586206896551724,0.027027027027027032,0.029752632562776497,0.05397727272727273,0.029752632562776497,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
Echo Dot (2nd Generation) - Smart speaker with Alexa - White,Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision,0.022252191503708697,0.016857720836142953,0.0010114632501685772,0.045454545454545456,2.6963636363636363,1.0,0.0006363420178066639,1.0299585781716598,0.643448275862069,0.026548672566371685,0.029087167976056864,0.052727272727272734,0.029087167976056864,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Fire TV Stick 4K streaming device with Alexa Voice Remote (includes TV controls) | Dolby Vision'})"
